ID,item_cnt_month
585,0.177027011
586,0.202290379
587,0.859647614
588,3.014647546
589,0.440352191
590,1.2534686
591,0.658721795
592,2.917224593
593,0.186594112
594,0.15414016
595,0.182829307
596,0.14393874
597,0.094243099
598,0.140365378
599,0.111426244
600,0.322831304
601,0.59928449
602,0.060703477
603,0.060921286
604,0.122942113
605,0.057152412
606,0.157574313
607,0.243828326
608,0.06490565
609,0.341749152
610,0.333480472
611,0.776922067
612,0.007838165
613,0.007838465
614,0.048411324
615,0.982920159
616,0.908700633
617,0.366150717
618,0.357590551
619,0.032543284
620,0.156115499
621,2.648865975
622,1.149248071
623,0.52373791
624,0.682468351
625,0.311874512
626,0.337596928
627,0.190042926
628,0.129923702
629,0.217281805
630,0.121295923
631,0.031428466
632,0.270855207
633,0.118775777
634,0.891178988
635,0.177719834
636,0.485904957
637,0.118719913
638,0.141554469
639,0.097331748
640,0.391543584
641,0.889784375
642,0.233697841
643,0.071050081
644,0.063366829
645,0.294618632
646,0.573448776
647,0.036357194
648,0.036237772
649,0.239758777
650,0.206230976
651,0.92972804
652,0.278804621
653,0.105247054
654,0.239204867
655,0.223259887
656,0.926883873
657,0.158068812
658,0.086960699
659,0.087338488
660,0.34635105
661,0.192754327
662,0.027595572
663,0.532393478
664,0.088304568
665,0.344804361
666,0.098120597
667,0.233189156
668,0.902198669
669,0.547940474
670,0.079563287
671,0.095611222
672,0.068734696
673,0.384894046
674,0.24849775
675,0.328200555
676,0.523057365
677,0.388297978
678,0.451595118
679,0.136530451
680,0.066068808
681,0.072726541
682,0.086672237
683,2.052093101
684,0.90219837
685,0.619426447
686,0.584281407
687,0.867032317
688,0.162922159
689,0.019552073
690,0.069329054
691,0.118930468
692,0.140677163
693,0.104660958
694,0.123491586
695,0.456250824
696,0.130855615
697,0.060587136
698,0.146499225
699,0.326062863
700,1.682331651
701,0.130863998
702,0.983758025
703,0.983817255
704,0.107303146
705,0.202953336
706,0.055320774
707,0.121608687
708,0.144031625
709,2.056316258
710,0.529519657
711,0.494734454
712,0.082170363
713,0.476001569
714,0.175965272
715,0.125478417
716,0.296075419
717,0.139965971
718,0.031244442
719,0.426314801
720,0.134701135
721,0.395820037
722,0.352961047
723,1.984935584
724,0.095165551
725,0.318704381
726,0.535595024
727,0.95028846
728,0.130855316
729,0.87370008
730,0.098649895
731,0.083226704
732,1.00718211
733,0.377692444
734,1.293651559
735,0.117137254
736,0.346342863
737,0.419897656
738,0.180721252
739,0.177367235
740,0.118250481
741,0.119953133
742,0.087272322
743,0.493923719
744,0.437339988
745,0.411157461
746,0.421663812
747,0.422792249
748,0.874357957
749,0.136894912
750,0.208960708
751,0.053299618
752,0.367502134
753,0.163096187
754,1.21743472
755,0.550834315
756,0.059857938
757,0.185063409
758,0.044687148
759,0.248041477
760,0.616999192
761,0.386538094
762,0.21775613
763,2.149757693
764,0.277139841
765,0.235085173
766,0.158789863
767,0.455465761
768,0.45546828
769,0.475483915
770,0.490579197
771,0.039090694
772,0.459090543
773,0.182945997
774,0.09030676
775,0.134916599
776,0.339231591
777,0.376755404
778,0.043169489
779,0.159030198
780,0.130845136
781,1.102413855
782,0.594039554
783,0.511304634
784,0.130837951
785,1.191626426
786,1.837256168
787,0.794473062
788,0.248299415
789,0.351161085
790,0.130853519
791,0.130837651
792,0.130837352
793,4.415504765
794,0.130832262
795,0.215470342
796,0.359491174
797,0.924022804
798,0.130835256
799,1.297098606
800,0.117311514
801,0.05665663
802,0.426567195
803,0.384213125
804,0.1020663
805,0.073853518
806,0.386849975
807,0.15931432
808,0.44250405
809,0.057819156
810,0.358486707
811,0.395422985
812,0.431509081
813,0.1636687
814,0.065717513
815,0.301155241
816,0.249811353
817,0.102857341
818,0.382076264
819,0.145981809
820,0.288716536
821,0.142948657
822,0.239263887
823,0.305804225
824,0.137270184
825,0.096899986
826,0.20804921
827,0.21941572
828,0.084694865
829,0.186114031
830,1.348789613
831,0.147757387
832,0.052411679
833,0.312303327
834,0.767948592
835,0.171392016
836,0.240340291
837,0.557757702
838,0.475495612
839,0.064674248
840,0.06174353
841,0.147074096
842,0.059797697
843,0.079998971
844,0.602801792
845,0.085524073
846,0.069130611
847,0.221480362
848,0.142747568
849,0.135719988
850,0.157572518
851,0.412387766
852,0.493291274
853,0.080041486
854,0.263746734
855,0.299858335
856,0.393271646
857,0.643884226
858,0.203750635
859,0.3722083
860,0.131613479
861,0.140004203
862,0.45538013
863,0.34371517
864,0.457396615
865,0.685267694
866,0.489540828
867,0.189582432
868,0.86758107
869,0.141082044
870,0.455998912
871,0.131180328
872,0.124092462
873,0.452477801
874,0.302940874
875,0.661180909
876,0.168730796
877,0.139973019
878,0.258457626
879,0.473069374
880,0.149265264
881,0.656129431
882,0.486630753
883,1.29910802
884,0.269449472
885,0.762735863
886,0.268273471
887,0.17989232
888,0.225646427
889,0.178634718
890,0.355441767
891,0.634011559
892,0.446861092
893,0.087037658
894,0.261074926
895,0.122132518
896,0.131491932
897,0.11615279
898,0.198999453
899,0.317832885
900,0.067248814
901,1.643216055
902,0.073038768
903,0.424857694
904,0.514974517
905,0.413784869
906,0.995142821
907,0.298107259
908,0.569724528
909,0.346869988
910,0.298425799
911,0.08662314
912,0.871261482
913,0.3060418
914,0.040857409
915,0.161816473
916,0.191057921
917,0.049400008
918,0.136306729
919,0.307566205
920,0.081111749
921,0.728594794
922,0.041622654
923,0.107502293
924,0.275096149
925,0.154548392
926,0.250242235
927,0.128611877
928,0.482188876
929,0.602080208
930,0.10037272
931,0.149307085
932,0.522523063
933,0.241720371
934,0.21409725
935,0.414872303
936,0.28850177
937,0.326676892
938,0.15414459
939,0.12757869
940,0.10523807
941,0.286717342
942,0.166280989
943,0.646863412
944,0.175661611
945,0.043751247
946,0.112840196
947,0.139316768
948,0.206100178
949,0.216480853
950,0.338163955
951,0.042099795
952,0.040451745
953,0.051971083
954,0.196250611
955,0.200161607
956,0.534122516
957,0.044315543
958,0.765102573
959,0.491874858
960,0.387492326
961,0.084045955
962,0.351070381
963,0.086399138
964,0.618084005
965,0.361326632
966,0.24516937
967,0.257782519
968,0.094294192
969,0.192987793
970,0.142621043
971,0.115044408
972,0.069930701
973,0.12854177
974,0.099813278
975,0.063507284
976,0.093311566
977,0.955905806
978,0.376904988
979,0.923318508
980,0.202643344
981,0.232810338
982,0.570411765
983,0.125576859
984,0.128622559
985,0.435116274
986,0.598112654
987,0.239496629
988,0.105744507
989,0.141648983
990,0.771122444
991,0.557930498
992,0.143594293
993,1.676549721
994,0.399137989
995,0.289066771
996,0.084523303
997,0.503630316
998,0.144722435
999,0.076162078
1000,0.703022249
1001,0.263579419
1002,0.89623931
1003,0.150262584
1004,0.123835173
1005,0.220478749
1006,0.065535277
1007,0.065449141
1008,0.505435675
1009,0.129630458
1010,0.110738075
1011,0.157515768
1012,0.356394702
1013,1.450019536
1014,0.450456944
1015,0.359011491
1016,0.047115806
1017,0.100314352
1018,0.187162807
1019,0.545002423
1020,0.147826054
1021,0.386275461
1022,0.066557566
1023,0.094617374
1024,0.506558155
1025,0.098543262
1026,0.436116482
1027,0.377665464
1028,0.096758994
1029,0.089401762
1030,0.077284185
1031,0.948200984
1032,1.457611543
1033,2.052089808
1034,0.766864168
1035,0.113585495
1036,0.074861943
1037,1.345930306
1038,0.276937617
1039,0.0701281
1040,0.36734417
1041,0.166917145
1042,0.491923616
1043,0.12368548
1044,0.314482129
1045,0.120774327
1046,0.503119943
1047,0.204524793
1048,0.058727174
1049,0.246275447
1050,0.249922969
1051,0.278317724
1052,0.577186394
1053,0.125097244
1054,0.184740914
1055,0.252179573
1056,0.457032697
1057,0.386460828
1058,0.125452173
1059,1.365892709
1060,0.195663001
1061,0.37701043
1062,0.041024099
1063,0.12814696
1064,0.405441628
1065,0.154953279
1066,0.158844408
1067,0.353407172
1068,0.082537666
1069,0.224468211
1070,0.15231174
1071,0.04810231
1072,0.205903802
1073,0.278936913
1074,0.235229836
1075,0.251564872
1076,0.310457081
1077,2.273794249
1078,0.515397477
1079,1.164573514
1080,0.084591941
1081,0.31087797
1082,0.068867474
1083,0.299525054
1084,0.125223351
1085,0.225691226
1086,0.077110497
1087,0.500447261
1088,0.650302822
1089,0.766224061
1090,1.880524717
1091,0.48955128
1092,0.742033098
1093,0.068929428
1094,0.12631613
1095,0.136388045
1096,0.559837013
1097,0.217370103
1098,1.246174577
1099,0.45203993
1100,0.174049204
1101,0.232570874
1102,0.275438552
1103,0.638596905
1104,1.141342554
1105,0.124062801
1106,0.407932209
1107,0.344314035
1108,0.041596918
1109,0.412595921
1110,0.176374195
1111,0.038907452
1112,0.308523849
1113,0.109316074
1114,0.163728988
1115,0.08292927
1116,0.100314144
1117,0.042869681
1118,0.103711867
1119,0.119396431
1120,0.219313278
1121,0.082776518
1122,0.180435042
1123,-0.0012304
1124,0.146296663
1125,0.159214675
1126,0.214107033
1127,0.106082196
1128,0.103023691
1129,0.088653903
1130,0.113897522
1131,0.269680264
1132,0.160683895
1133,0.042416352
1134,0.112703686
1135,0.09870196
1136,0.115080505
1137,0.845953783
1138,0.326019218
1139,0.077392241
1140,0.157372563
1141,0.079414179
1142,0.624760058
1143,0.03703733
1144,0.115551024
1145,0.275214889
1146,0.131439434
1147,0.377659448
1148,0.10526206
1149,0.1937513
1150,0.164635601
1151,0.236871233
1152,0.082492662
1153,0.101190241
1154,0.373673128
1155,0.17791463
1156,0.16290961
1157,2.038440519
1158,1.946410731
1159,0.254500223
1160,0.067933127
1161,0.287838925
1162,0.206111203
1163,0.082341507
1164,0.060022171
1165,0.087789605
1166,0.059078575
1167,0.291820356
1168,0.205383431
1169,0.184833189
1170,0.374343486
1171,0.097722154
1172,0.073929536
1173,0.046518891
1174,0.034329208
1175,0.034329508
1176,0.034329807
1177,0.076088326
1178,0.127814626
1179,0.083833672
1180,0.211350126
1181,0.276403684
1182,0.20001271
1183,0.158943382
1184,0.346475585
1185,0.103307656
1186,0.075248519
1187,0.380098485
1188,0.095347088
1189,1.324356808
1190,0.121764398
1191,0.06559821
1192,0.210509907
1193,0.80806255
1194,0.131401473
1195,0.390585156
1196,0.151259646
1197,0.10164162
1198,0.086846858
1199,0.503799236
1200,0.333511539
1201,0.126081452
1202,0.065412381
1203,0.209182791
1204,0.214729289
1205,1.167496928
1206,0.301568902
1207,0.150391502
1208,0.147789447
1209,0.133552429
1210,0.155611284
1211,0.088526745
1212,1.946841385
1213,0.735125232
1214,0.165950399
1215,0.112410588
1216,0.189236479
1217,0.467427145
1218,0.20998092
1219,0.19507599
1220,0.073498472
1221,0.103579177
1222,0.090926921
1223,0.129495751
1224,0.163773276
1225,0.039814716
1226,0.116309594
1227,0.130841543
1228,0.368339089
1229,0.321037608
1230,0.193619032
1231,0.368621527
1232,0.319700101
1233,0.132886801
1234,0.183533454
1235,0.471449116
1236,0.376767441
1237,0.204342075
1238,0.130841843
1239,1.083848468
1240,0.136747941
1241,0.353918272
1242,0.234164011
1243,0.383797634
1244,0.169977051
1245,0.137366158
1246,0.831712418
1247,0.475541513
1248,0.112993585
1249,0.168724749
1250,0.200036401
1251,0.113831435
1252,0.076188237
1253,0.168026902
1254,0.291257834
1255,0.108218211
1256,0.450781523
1257,0.100120781
1258,0.065496615
1259,0.233536609
1260,0.172837787
1261,0.175722201
1262,0.109361872
1263,0.102359616
1264,1.277105955
1265,0.326274724
1266,0.176647827
1267,0.979397508
1268,0.165440688
1269,0.243384796
1270,0.269899987
1271,0.175770191
1272,0.077586405
1273,0.219081529
1274,0.048446543
1275,0.117758107
1276,0.141642811
1277,0.371640814
1278,0.79461506
1279,0.354838297
1280,0.075424912
1281,0.111990888
1282,0.149361865
1283,0.122571739
1284,0.531250476
1285,0.166743414
1286,0.058933521
1287,0.410607414
1288,0.073218805
1289,0.164879249
1290,0.106949474
1291,0.431114934
1292,0.376431836
1293,0.208035901
1294,0.666696491
1295,0.333317826
1296,0.149853195
1297,0.145847699
1298,0.667392703
1299,0.232018252
1300,0.251999448
1301,0.576423663
1302,0.230805673
1303,0.30371208
1304,0.793992533
1305,0.373935493
1306,0.095070206
1307,0.09613309
1308,0.241779588
1309,0.094596991
1310,0.057393808
1311,0.12095938
1312,0.567488321
1313,0.231383858
1314,0.445890121
1315,0.082415255
1316,0.250000868
1317,0.119922238
1318,0.652043748
1319,0.178579842
1320,0.200534333
1321,0.13440536
1322,0.381855008
1323,0.187536075
1324,0.079101686
1325,0.356490053
1326,0.055644305
1327,0.106358088
1328,0.159336426
1329,0.071072607
1330,0.032073936
1331,0.628784425
1332,0.127910541
1333,2.132491136
1334,0.433922406
1335,0.062086275
1336,0.340055983
1337,0.25524153
1338,0.298615102
1339,0.179281451
1340,0.084377632
1341,0.084377332
1342,0.178218319
1343,0.115448105
1344,0.034805035
1345,0.078166451
1346,0.084377033
1347,0.102273222
1348,0.090688663
1349,0.402695329
1350,0.047370595
1351,0.105634974
1352,0.049820317
1353,0.162607355
1354,0.153214318
1355,0.815636083
1356,0.345513497
1357,0.106366701
1358,0.164801417
1359,0.34707139
1360,0.836753783
1361,0.539878298
1362,0.15573358
1363,0.147067442
1364,0.32784682
1365,0.086945448
1366,0.103755468
1367,0.125998919
1368,0.231299336
1369,0.157251618
1370,0.20484823
1371,0.057842225
1372,0.063686309
1373,0.13974242
1374,0.105862387
1375,0.18245794
1376,0.299098502
1377,0.04763664
1378,0.137758181
1379,0.144604302
1380,0.199464397
1381,0.112746465
1382,0.273188266
1383,0.300923299
1384,0.193111981
1385,0.627750104
1386,0.22020042
1387,0.086353843
1388,0.287497008
1389,0.111861184
1390,0.194985837
1391,0.334024877
1392,0.140216204
1393,0.0453787
1394,0.087662441
1395,0.160703171
1396,0.116617742
1397,0.243763617
1398,0.159770846
1399,0.120798757
1400,0.153011054
1401,0.288316197
1402,0.234214979
1403,0.603491338
1404,0.237359947
1405,0.072890876
1406,0.063663878
1407,0.051401802
1408,0.059902762
1409,0.082274896
1410,0.135105201
1411,0.080375409
1412,0.130048552
1413,0.23766165
1414,0.079518403
1415,0.049374692
1416,0.115914089
1417,0.299888161
1418,0.054880761
1419,0.175409318
1420,0.201404507
1421,0.239634568
1422,0.196927641
1423,0.119361895
1424,0.064135774
1425,0.089158962
1426,0.132336288
1427,0.166192357
1428,0.079478132
1429,0.100528428
1430,0.043668375
1431,0.119319218
1432,0.092981239
1433,0.064595377
1434,0.463241385
1435,0.129508938
1436,0.045107676
1437,0.118904545
1438,0.081938342
1439,0.061173306
1440,0.134587388
1441,0.069277617
1442,0.237294965
1443,0.139256204
1444,0.130825376
1445,0.177153723
1446,0.130844537
1447,0.237190221
1448,0.141493031
1449,0.262065351
1450,0.113284981
1451,0.628584729
1452,0.292316178
1453,0.099371914
1454,0.105931168
1455,0.115044357
1456,0.053931938
1457,0.084404674
1458,0.243761679
1459,0.928047921
1460,0.151595609
1461,0.140085624
1462,0.116529395
1463,0.19743193
1464,0.089220874
1465,0.14533077
1466,0.141305088
1467,0.385695415
1468,0.329558745
1469,0.125792689
1470,0.204117753
1471,0.264035081
1472,0.209027537
1473,0.141320153
1474,0.239240516
1475,0.291099226
1476,0.142456268
1477,0.273488067
1478,0.147987892
1479,0.236509872
1480,0.135497943
1481,0.164547148
1482,0.666927648
1483,0.053482329
1484,0.058741598
1485,0.054592251
1486,0.14150292
1487,0.086659733
1488,0.053146554
1489,0.491281833
1490,0.563552688
1491,0.194453402
1492,0.21338006
1493,0.058965806
1494,0.093742944
1495,0.049706657
1496,0.042118682
1497,2.384584488
1498,0.268277264
1499,0.059336468
1500,0.10042996
1501,0.050463311
1502,0.195831896
1503,0.177787057
1504,0.065693785
1505,0.137536436
1506,0.108719644
1507,0.07015436
1508,0.157834085
1509,0.190747311
1510,0.065212449
1511,0.09038523
1512,0.060606907
1513,0.093503335
1514,0.425394418
1515,0.051147022
1516,0.093511297
1517,0.083685584
1518,0.108041266
1519,0.139087643
1520,0.083111691
1521,0.424834027
1522,0.342538218
1523,0.104676549
1524,0.139293045
1525,0.203441655
1526,0.061859168
1527,0.129581338
1528,0.041147603
1529,0.148147035
1530,0.100992872
1531,0.721301102
1532,0.089479176
1533,0.089928708
1534,0.091223618
1535,0.073770961
1536,0.374723597
1537,0.100626091
1538,0.253919338
1539,0.092358
1540,0.090997145
1541,0.091001636
1542,0.034982621
1543,0.100988694
1544,0.066719908
1545,0.026297266
1546,2.353668467
1547,0.077941787
1548,0.099428691
1549,0.086372638
1550,0.08289365
1551,0.375570525
1552,0.307319608
1553,0.082540566
1554,0.048597217
1555,0.245034286
1556,0.112724568
1557,0.116349736
1558,0.077372372
1559,0.047651525
1560,0.087868614
1561,0.241486855
1562,0.12782852
1563,0.272185473
1564,0.421774047
1565,0.135566406
1566,0.192779537
1567,0.081403068
1568,0.084590368
1569,0.081125856
1570,0.219089187
1571,0.295778843
1572,0.073594387
1573,1.246173379
1574,0.272336587
1575,0.185942815
1576,0.055449526
1577,0.034018368
1578,0.088264324
1579,0.037206382
1580,0.061864401
1581,0.235394619
1582,0.561437409
1583,0.135004499
1584,0.240850682
1585,0.051864239
1586,0.049213732
1587,0.350378004
1588,0.030236329
1589,0.07261355
1590,0.081903158
1591,0.026121781
1592,0.448633511
1593,0.08306223
1594,0.108152686
1595,0.113034862
1596,0.096991239
1597,0.094095172
1598,0.063576719
1599,0.07960487
1600,0.048031273
1601,0.041505588
1602,0.117064543
1603,0.224310218
1604,0.550851559
1605,0.0476358
1606,0.08900321
1607,0.090467395
1608,0.276929275
1609,0.106679032
1610,0.042967756
1611,0.130843939
1612,0.045652962
1613,0.248344255
1614,0.082299175
1615,0.192124172
1616,0.044307071
1617,0.051583449
1618,0.595039256
1619,0.053150588
1620,0.072669408
1621,0.480898176
1622,0.050416911
1623,0.031152373
1624,0.043783351
1625,0.096990041
1626,0.609757471
1627,0.62181748
1628,0.082538483
1629,0.201881801
1630,0.040009496
1631,0.050551984
1632,0.047919626
1633,0.046966411
1634,0.047374627
1635,0.027261153
1636,0.026556307
1637,0.035819492
1638,0.087949422
1639,4.397677112
1640,0.045315722
1641,0.096990341
1642,0.054868224
1643,0.05064914
1644,0.108202828
1645,0.062071546
1646,0.089889873
1647,0.341776089
1648,0.092311782
1649,0.041183325
1650,0.096715533
1651,0.08484622
1652,0.180515805
1653,0.395551121
1654,0.642028144
1655,0.264347213
1656,0.166693927
1657,0.213450846
1658,0.132190573
1659,0.205811634
1660,0.126713666
1661,0.082825697
1662,0.128636815
1663,0.119289635
